Name,Age,2024 Net Worth,Industry,Source of Wealth,Self-Made,Residence,Citizenship,Gender,Marital Status,Children
Zhuang Kuilong & family,61,$1.2B,Manufacturing,polyester,TRUE,"Jiaxing, China",China,M,Married,N/A
Craig Abod,60,$1.1B,Technology,Information Technology,TRUE,N/A,United States,M,Married,N/A
Sanjay Agarwal,53,$1.1B,Finance & Investments,Banking,TRUE,"Jaipur, India",India,M,Married,2
Raamdeo Agrawal,67,$1.1B,Finance & Investments,Financial services,TRUE,"Mumbai, India",India,M,Married,1
Michael Andlauer,59,$1.1B,Logistics,"Logistics, sports",TRUE,N/A,Canada,M,N/A,N/A
Christian Angermayer,45,$1.1B,Finance & Investments,Investments,TRUE,"London, United Kingdom",Germany,M,N/A,N/A
Anant Asavabhokhin,73,$1.1B,Real Estate,Real estate,TRUE,"Bangkok, Thailand",Thailand,M,Married,3
Haluk Bayraktar,45,$1.1B,Technology,Military drones,FALSE,"Istanbul, Turkey",Turkey,M,N/A,N/A
Abigail Bennett,43,$1.1B,Food & Beverage,Liquor,FALSE,"Rochester, New York",United States,F,Married,2
Baiju Bhatt,39,$1.1B,Finance & Investments,Stock trading app,TRUE,"Palo Alto, California",United States,M,Married,1
Stephane Bonvin,57,$1.1B,Real Estate,Real estate,TRUE,"Lens, Switzerland",Switzerland,M,N/A,N/A
Carson Brice,56,$1.1B,Finance & Investments,Banking,FALSE,"Raleigh, North Carolina",United States,F,N/A,N/A
Pradip Burman,81,$1.1B,Food & Beverage,Consumer goods,FALSE,"Delhi, India",India,M,Married,2
Andres Bzurovski Bay,46,$1.1B,Finance & Investments,fintech,TRUE,"Montevideo, Uruguay",Uruguay,M,N/A,N/A
Caspar Callerström,50,$1.1B,Finance & Investments,financial services,TRUE,"Stockholm, Sweden",Sweden,M,Married,N/A
Cao Jianwei,45,$1.1B,Manufacturing,Semiconductors,TRUE,"Shangyu, China",China,M,N/A,N/A
Giuliana Caprotti,83,$1.1B,Food & Beverage,Supermarkets,FALSE,"Milan, Italy",Italy,F,Widowed,1
Marina Caprotti,46,$1.1B,Food & Beverage,Supermarkets,FALSE,"Milan, Italy",Italy,F,N/A,N/A
Chang Kuo-Ming,N/A,$1.1B,Logistics,Transportation,FALSE,"Taipei, Taiwan",Taiwan,M,Married,N/A
Bernard Charles,67,$1.1B,Diversified,Dassault Systemes,TRUE,N/A,France,M,Married,1
Chen Wenyuan & family,56,$1.1B,Technology,Testing equipment,TRUE,"Suzhou, China",China,M,Married,N/A
John Christodoulou,58,$1.1B,Real Estate,Real estate,TRUE,"Monaco, Monaco",United Kingdom,M,Married,4
Chua Thian Poh,75,$1.1B,Real Estate,Real estate,TRUE,"Singapore, Singapore",Singapore,M,Married,4
Susan Co,66,$1.1B,Fashion & Retail,Retail,TRUE,"Manila, Philippines",Philippines,F,Married,4
Pavel Demidov & family,55,$1.1B,Food & Beverage,Agriculture,TRUE,"Moscow, Russia",Russia,M,Married,N/A
Ashwin Desai,72,$1.1B,Manufacturing,Specialty chemicals,TRUE,"Surat, India",India,M,Married,2
Dong Zengping,N/A,$1.1B,Manufacturing,Electronics,TRUE,"Shanghai, China",China,M,N/A,N/A
Keiko Erikawa,75,$1.1B,Media & Entertainment,Video games,TRUE,"Yokohama City, Japan",Japan,F,Married,2
Yoichi Erikawa,73,$1.1B,Media & Entertainment,Video games,TRUE,"Yokohama City, Japan",Japan,M,Married,2
Clóvis Ermírio de Moraes,N/A,$1.1B,Diversified,Diversified,FALSE,"Sao Paulo, Brazil",Brazil,M,N/A,N/A
Gleb Fetisov,57,$1.1B,Telecom,Investments,TRUE,"Limassol, Cyprus",Russia,M,Married,3
Sergio Fogel,60,$1.1B,Finance & Investments,fintech,TRUE,"Montevideo, Uruguay",Uruguay,M,N/A,N/A
Scot French,53,$1.1B,Finance & Investments,Private equity,TRUE,"Bal Harbour, Florida",United States,M,N/A,N/A
William Fung,75,$1.1B,Logistics,Sourcing,FALSE,"Hong Kong, Hong Kong",Hong Kong,M,Married,3
Michael Gans & family,60,$1.1B,Diversified,Supply chain services,FALSE,"Baar, Switzerland",Luxembourg,M,Married,N/A
Gyorgy Gattyan,N/A,$1.1B,Media & Entertainment,Adult Entertainment,TRUE,"Budapest, Hungary",Hungary,M,In Relationship,5
Charles Gibbon,74,$1.1B,Technology,Software,TRUE,"Bellawongarah, Australia",New Zealand,M,Married,N/A
Simona Giorgetta,46,$1.1B,Construction & Engineering,Chemical products,FALSE,"Milan, Italy",Italy,F,N/A,N/A
Lance Gokongwei,56,$1.1B,Diversified,Diversified,FALSE,"Manila, Philippines",Philippines,M,Married,N/A
Jane Goldman,68,$1.1B,Real Estate,Real estate,FALSE,"New York, New York",United States,F,Married,2
Amy Goldman Fowler,69,$1.1B,Real Estate,Real estate,FALSE,"Rhinebeck, New York",United States,F,Married,N/A
Antonio Gracias,53,$1.1B,Finance & Investments,Investments,TRUE,"Chicago, Illinois",United States,M,Divorced,3
Ryan Graves,40,$1.1B,Technology,Uber,TRUE,"Kauai, Hawaii",United States,M,Married,4
Pedro Grendene Bartelle,74,$1.1B,Fashion & Retail,shoes,TRUE,"Sao Paulo, Brazil",Brazil,M,Married,4
Clelia Haji-Ioannou,53,$1.1B,Service,EasyJet,FALSE,"Monte Carlo, Monaco",Cyprus,F,Married,2
He Zuxun,58,$1.1B,Food & Beverage,Pig breeding,TRUE,"Kunming, China",China,M,N/A,N/A
Christian Herz,N/A,$1.1B,Finance & Investments,Coffee,FALSE,"Hamburg, Germany",Germany,M,N/A,N/A
Michaela Herz,N/A,$1.1B,Finance & Investments,Coffee,FALSE,"Hamburg, Germany",Germany,F,N/A,N/A
Orion Hindawi,44,$1.1B,Technology,Software,TRUE,"Seattle, Washington",United States,M,Married,2
Arthur Xiaobo Hong,52,$1.1B,Fashion & Retail,e-commerce,TRUE,"Guangzhou, China",China,M,N/A,N/A
Hong Feng,47,$1.1B,Technology,Smartphones,TRUE,"Beijing, China",China,M,N/A,N/A
Nicholas Howley,62,$1.1B,Manufacturing,Aerospace,TRUE,"Key West, Florida",United States,M,N/A,N/A
Huang Jiangji,N/A,$1.1B,Technology,smartphones,TRUE,"Beijing, China",Hong Kong,M,N/A,N/A
Subbamma Jasti,91,$1.1B,Healthcare,Pharmaceuticals,FALSE,"Hyderabad, India",India,F,Widowed,N/A
Morris Kahn,94,$1.1B,Technology,Software,TRUE,"Beit Yanay, Israel",Israel,M,Married,N/A
Jonas Kamprad,58,$1.1B,Finance & Investments,IKEA,FALSE,"London, United Kingdom",Sweden,M,Married,2
Mathias Kamprad,54,$1.1B,Finance & Investments,IKEA,FALSE,"London, United Kingdom",Sweden,M,Divorced,2
Peter Kamprad,60,$1.1B,Finance & Investments,IKEA,FALSE,"Tervuren, Belgium",Sweden,M,Married,2
Diane Kemper,78,$1.1B,Real Estate,Real estate,FALSE,"New York, New York",United States,F,Widowed,N/A
Ken Kendrick,80,$1.1B,Sports,"Banking, sports team",TRUE,"Paradise Valley, Arizona",United States,M,Married,2
Muhammed Aziz Khan,69,$1.1B,Energy,Power,TRUE,"Singapore, Singapore",Bangladesh,M,Married,3
Joe Kiani,59,$1.1B,Healthcare,Medical devices,TRUE,"Irvine, California",United States,M,Married,3
Kim Jae-young,50,$1.1B,Media & Entertainment,Online games,TRUE,"Seongnam, South Korea",South Korea,M,N/A,N/A
Kim Jung-woong,49,$1.1B,Fashion & Retail,Cosmetics,TRUE,"Seoul, South Korea",South Korea,M,Married,1
Kim Taek-jin,57,$1.1B,Media & Entertainment,Online games,TRUE,"Seoul, South Korea",South Korea,M,Married,4
Koo Bon-sik,65,$1.1B,Technology,LG,FALSE,"Seoul, South Korea",South Korea,M,Married,3
Andrei Kosogov,63,$1.1B,Energy,Banking,TRUE,"Moscow, Russia",Russia,M,Married,3
John Krystynak,55,$1.1B,Media & Entertainment,mobile games,TRUE,"Incline Village, Nevada",United States,M,N/A,N/A
Michael Kum,79,$1.1B,Real Estate,Hotels,TRUE,"Singapore, Singapore",Singapore,M,Married,3
Lev Kvetnoi,58,$1.1B,Finance & Investments,Cement,TRUE,"Moscow, Russia",Russia,M,Married,2
Max Levchin,48,$1.1B,Finance & Investments,fintech,TRUE,"San Francisco, California",United States,M,Married,2
Art Levinson,74,$1.1B,Diversified,"Genentech, Apple",TRUE,"Hillsborough, California",United States,M,N/A,N/A
Li Jinyang,N/A,$1.1B,Metals & Mining,Mining,FALSE,"Chifeng, China",China,F,Widowed,N/A
Li Wanqiang,46,$1.1B,Technology,Smartphones,TRUE,"Beijing, China",China,M,N/A,N/A
Li Xiaohua & family,62,$1.1B,Manufacturing,Packaging,TRUE,"Yuxi, China",China,M,Married,N/A
Li Zhiyuan,69,$1.1B,Manufacturing,Electrical components,TRUE,"Haikou, China",China,M,N/A,N/A
Ling Bin,55,$1.1B,Manufacturing,Electronics,TRUE,"Shenzhen, China",China,M,N/A,N/A
Liu Chengyu & family,61,$1.1B,Manufacturing,Power supply equipment,TRUE,"Shenzhen, China",China,M,Married,N/A
Liu Fangyi,N/A,$1.1B,Healthcare,Medical equipment,TRUE,"Shanghai, China",China,M,Married,N/A
Liu Ming Chung,61,$1.1B,Manufacturing,Paper,TRUE,"Hong Kong, Hong Kong",Brazil,M,Married,N/A
Liu Xiucai & family,67,$1.1B,Manufacturing,Chemicals,TRUE,"Shanghai, China",United States,M,Married,N/A
Kenneth Lo,85,$1.1B,Fashion & Retail,textiles,FALSE,"Hong Kong, Hong Kong",United Kingdom,M,Married,4
Itamar Locks & family,69,$1.1B,Food & Beverage,Agribusiness,FALSE,"Rondonopolis, Brazil",Brazil,M,Married,3
Lu Zongjun,60,$1.1B,Logistics,Logistics,TRUE,"Shanghai, China",China,M,N/A,N/A
Ma Yunsheng,61,$1.1B,Diversified,energy,TRUE,"Binzhou, China",China,M,N/A,N/A
Jean Madar,65,$1.1B,Fashion & Retail,Fragrances,TRUE,"New York, New York",France,M,N/A,N/A
Blairo Maggi,67,$1.1B,Food & Beverage,Agribusiness,FALSE,"Cuiaba, Brazil",Brazil,M,Married,3
Mao Zhongwu,61,$1.1B,Manufacturing,Manufacturing,TRUE,"Changsha, China",China,M,Married,N/A
Stanley Motta,78,$1.1B,Finance & Investments,Finance,FALSE,N/A,Panama,M,Married,N/A
Bob Muglia,64,$1.1B,Technology,software,TRUE,"Mercer Island, Washington",United States,M,Married,1
Kazuo Okada,81,$1.1B,Gambling & Casinos,Casinos,TRUE,"Tokyo, Japan",Japan,M,Married,3
Niti Osathanugrah,50,$1.1B,Finance & Investments,"Energy drinks,investments",FALSE,"Bangkok, Thailand",Thailand,M,Married,1
Motilal Oswal,61,$1.1B,Finance & Investments,Financial services,TRUE,"Mumbai, India",India,M,Married,2
Kalpana Parekh,71,$1.1B,Manufacturing,Adhesives,FALSE,"Mumbai, India",India,F,Married,2
Michael Patterson,49,$1.1B,Finance & Investments,Private equity,TRUE,"New York City, New York",United States,M,N/A,N/A
Carlos Pires Oliveira Dias,72,$1.1B,Healthcare,Pharmaceutical,FALSE,"Sao Paolo, Brazil",Brazil,M,Married,N/A
Kevin Plank,51,$1.1B,Fashion & Retail,Under Armour,TRUE,"Lutherville-Timonium, Maryland",United States,M,Married,2
Forrest Preston,91,$1.1B,Healthcare,Health care,TRUE,"Cleveland, Tennessee",United States,M,Widowed,N/A
Qi Xiangdong,53,$1.1B,Technology,Software,TRUE,"Beijing, China",China,M,Married,N/A
Qian Jinghong,51,$1.1B,Automotive,Electric scooters,TRUE,"Wuxi, China",China,F,Married,N/A
Qin Hua,56,$1.1B,Food & Beverage,Pet Food,TRUE,"Liaocheng, China",China,M,N/A,N/A
Andrei Rappoport,60,$1.1B,Finance & Investments,Investments,TRUE,"Lugano, Switzerland",Russia,M,Married,2
Vera Rechulski Santo Domingo,75,$1.1B,Food & Beverage,Beer,FALSE,Bermuda,Brazil,F,Widowed,2
Alexander Rinke,34,$1.1B,Technology,Enterprise software,TRUE,"Munich, Germany",Germany,M,N/A,N/A
Francesco Saputo,N/A,$1.1B,Food & Beverage,Cheese,FALSE,"Montreal, Canada",Canada,M,Married,N/A
Carlos Eduardo M. Scripilliti,N/A,$1.1B,Diversified,Diversified,FALSE,"Sao Paulo, Brazil",Brazil,M,N/A,N/A
Weijian Shan,70,$1.1B,Finance & Investments,private equity,TRUE,"Hong Kong, Hong Kong",Hong Kong,M,N/A,N/A
Shin Chang-jae,70,$1.1B,Finance & Investments,insurance,FALSE,"Seoul, South Korea",South Korea,M,Married,2
Rajju Shroff,90,$1.1B,Manufacturing,Agrochemicals,TRUE,"Mumbai, India",India,M,Married,3
Song Fei,57,$1.1B,Manufacturing,Machinery,TRUE,"Yantai, China",China,M,Married,N/A
Marco Squinzi,52,$1.1B,Construction & Engineering,Chemical products,FALSE,"Milan, Italy",Italy,M,N/A,N/A
Veronica Squinzi,52,$1.1B,Construction & Engineering,Chemical products,FALSE,"Milan, Italy",Italy,F,N/A,N/A
Manny Stul,74,$1.1B,Manufacturing,Toys,TRUE,"Melbourne, Australia",Australia,M,Married,2
Benny Suherman,76,$1.1B,Media & Entertainment,Cinemas,TRUE,"Jakarta, Indonesia",Indonesia,M,N/A,N/A
Sun Weijie,60,$1.1B,Manufacturing,Oilfield equipment,TRUE,"Yantai, China",China,M,Married,1
Vladislav Sviblov,44,$1.1B,Metals & Mining,Mining,TRUE,"Moscow, Russia",Russia,M,N/A,N/A
Taylor Swift,34,$1.1B,Media & Entertainment,music,TRUE,"Nashville, Tennessee",United States,F,Single,N/A
Tan Lili,N/A,$1.1B,Food & Beverage,Feed,TRUE,"Guangzhou, China",China,F,N/A,N/A
Tang Aoqi & family,78,$1.1B,Automotive,Auto parts,TRUE,"Changzhou, China",China,M,N/A,N/A
Prachak Tangkaravakoon,80,$1.1B,Manufacturing,Paints,TRUE,"Bangkok, Thailand",Thailand,M,Married,4
Vlad Tenev,37,$1.1B,Finance & Investments,Stock trading app,TRUE,"Palo Alto, California",United States,M,Married,1
Tseng Sing-ai,N/A,$1.1B,Manufacturing,Petrochemicals,FALSE,"Taipei, Taiwan",Taiwan,F,N/A,N/A
Kenneth Tuchman,64,$1.1B,Service,Call centers,TRUE,"Denver, Colorado",United States,M,Married,2
Ruben Vardanyan & family,55,$1.1B,Finance & Investments,Investment banking,TRUE,"Erevan, Armenia",Armenia,M,Married,4
Regina Helena S. Velloso,N/A,$1.1B,Diversified,Diversified,FALSE,"Sao Paulo, Brazil",Brazil,M,N/A,N/A
Tibor Veres,62,$1.1B,Diversified,"Real Estate, Investments",TRUE,"Budapest, Hungary",Hungary,M,N/A,4
Livia Voigt,19,$1.1B,Manufacturing,Industrial Machinery,FALSE,"Florianópolis, Brazil",Brazil,F,Single,N/A
Dora Voigt de Assis,26,$1.1B,Manufacturing,Industrial Machinery,FALSE,"Florianópolis, Brazil",Brazil,F,Single,N/A
Peter-Alexander Wacker,72,$1.1B,Manufacturing,Chemicals,FALSE,"Starnberg, Germany",Germany,M,N/A,N/A
Wang Jianfeng & family,N/A,$1.1B,Automotive,Auto parts,TRUE,"Ningbo, China",China,M,N/A,N/A
Wang Jianyi,61,$1.1B,Technology,Fiber optic cables,TRUE,"Hangzhou, China",China,M,Married,N/A
Wang Jinhua,60,$1.1B,Metals & Mining,metals and mining,TRUE,"Hangzhou, China",China,M,N/A,N/A
Allan Wong,74,$1.1B,Manufacturing,Electronics,TRUE,"Hong Kong, Hong Kong",Hong Kong,M,Widowed,2
Wu Bo,69,$1.1B,Manufacturing,Machinery,TRUE,"Nanjing, China",China,M,N/A,N/A
Eugene Wu,78,$1.1B,Finance & Investments,Finance,FALSE,"Taipei, Taiwan",Taiwan,M,Married,3
Wu Kaiting,54,$1.1B,Telecom,Electronics,TRUE,"Xiamen, China",Hong Kong,M,N/A,N/A
Wu Xubo,39,$1.1B,Technology,AI,TRUE,"Guangzhou, China",China,M,N/A,N/A
Xiang Wenbo,61,$1.1B,Manufacturing,Manufacturing,TRUE,"Changsha, China",China,M,Married,1
Xiu Laigui,69,$1.1B,Healthcare,Pharmaceuticals,TRUE,"Tonghua, China",China,M,Married,2
Xu Yuejuan,62,$1.1B,Manufacturing,Petro Fibre,TRUE,"Hangzhou, China",China,F,Married,N/A
Yang Tingdong,63,$1.1B,Food & Beverage,Brewery,TRUE,"Suqian, China",China,M,N/A,N/A
Yang Ying & family,61,$1.1B,Healthcare,pharmaceuticals,TRUE,"Xiamen, China",China,F,Married,N/A
Yao Hsiao Tung,84,$1.1B,Manufacturing,manufacturing,TRUE,"Singapore, Singapore",Singapore,M,Married,N/A
Yu Faxiang,52,$1.1B,Media & Entertainment,"Tourism, cultural industry",TRUE,"Shaoxing, China",China,M,N/A,N/A
Zhang Jianguo & family,61,$1.1B,Energy,energy,TRUE,"guangzhou, China",China,M,Married,N/A
Zhang Xin,58,$1.1B,Real Estate,Real estate,TRUE,"Beijing, China",China,F,Married,2
Zhang Yubai,59,$1.1B,Food & Beverage,Wine,TRUE,"Suqian, China",China,M,N/A,N/A
Zhou Liangzhang & family,61,$1.1B,Manufacturing,Electrical Equipment,TRUE,"Hangzhou, China",China,M,Married,N/A
Sam Altman,38,$1B,Finance & Investments,Investments,TRUE,"San Francisco, California",United States,M,N/A,N/A
Louis Bacon,67,$1B,Finance & Investments,Hedge funds,TRUE,"Oyster Bay, New York",United States,M,Divorced,7
William Belo,78,$1B,Fashion & Retail,home improvement stores,TRUE,"Manila, Philippines",Philippines,M,Married,3
Philippe Benacin,65,$1B,Fashion & Retail,Fragrances,TRUE,"Paris, France",France,M,N/A,N/A
Lennart Blecher,69,$1B,Finance & Investments,financial services,TRUE,"Zurich, Switzerland",Sweden,M,N/A,N/A
Henadiy Boholyubov,62,$1B,Diversified,"Banking, investments",TRUE,"Dnipro, Ukraine",Ukraine,M,Married,5
Marina Budiman,62,$1B,Technology,Data centers,TRUE,"Jakarta, Indonesia",Indonesia,F,Married,N/A
Tory Burch,57,$1B,Fashion & Retail,Fashion,TRUE,"New York, New York",United States,F,Married,3
Cai Hongbin,N/A,$1B,Healthcare,Pharmaceuticals,TRUE,"Lianyungang, China",China,M,N/A,N/A
Edouard Carmignac,76,$1B,Finance & Investments,Asset management,TRUE,"Paris, France",France,M,Married,5
Chang Pyung-soon,73,$1B,Service,educational services,TRUE,"Seoul, South Korea",South Korea,M,Married,2
Cheah Cheng Hye,70,$1B,Finance & Investments,Investments,TRUE,"Hong Kong, Hong Kong",Malaysia,M,Married,3
Tianqiao Chen,50,$1B,Technology,Online games,TRUE,"Atherton, California",China,M,Married,2
Chin Jong Hwa,65,$1B,Automotive,Auto parts,TRUE,"Taoyuan, Taiwan",Taiwan,M,Married,2
Chu Jian,61,$1B,Manufacturing,Manufacturing,TRUE,"Hangzhou, China",China,M,N/A,N/A
Yinon Costica,41,$1B,Technology,Security startup,TRUE,"Tel Aviv, Israel",Israel,M,Married,N/A
Luigi Cremonini & family,84,$1B,Food & Beverage,meat processing,TRUE,"Modena, Italy",Italy,M,Married,4
Thierry Cruanes,56,$1B,Technology,software,TRUE,"San Mateo, California",United States,M,Married,2
Dulce Pugliese de Godoy Bueno,76,$1B,Healthcare,"hospitals, health care",TRUE,"Lugano, Switzerland",Brazil,F,Divorced,1
Dou Zhenggang,70,$1B,Diversified,"Energy, chemicals",TRUE,"Hangzhou, China",China,M,N/A,N/A
Ric Elias,56,$1B,Media & Entertainment,Media,TRUE,"Charlotte, North Carolina",United States,M,Married,2
Per Franzén,47,$1B,Finance & Investments,Private equity,TRUE,"Stockholm, Sweden",Sweden,M,Married,N/A
Denis Frolov,41,$1B,Technology,IT,TRUE,"Moscow, Russia",Russia,M,Divorced,2
Fung Victor,78,$1B,Logistics,Sourcing,FALSE,"Hong Kong, Hong Kong",United States,M,Married,3
Rahul Gautam,71,$1B,Fashion & Retail,Mattresses,FALSE,"Delhi, India",India,M,Married,1
David Hindawi,79,$1B,Technology,Software,TRUE,"Seattle, Washington",United States,M,Married,2
Hong Seok-joh,71,$1B,Fashion & Retail,Convenience stores,FALSE,"Seoul, South Korea",South Korea,M,Married,1
Huang Guanlin,59,$1B,Fashion & Retail,"Textiles, apparel",TRUE,"Ningbo, China",China,M,N/A,N/A
Huang Jian,57,$1B,Manufacturing,home appliance,TRUE,"Shunde, China",China,M,N/A,N/A
Huang Xiaofen & family,62,$1B,Technology,Printed circuit boards,TRUE,"Shenzhen, China",China,F,Married,N/A
Danilo Iervolino,46,$1B,Technology,Online universities,TRUE,"Rome, Italy",Italy,M,Married,N/A
Harvey Jones,71,$1B,Technology,Nvidia,TRUE,"Palm Beach, Florida",United States,M,N/A,N/A
Mark Jones,62,$1B,Finance & Investments,Insurance,TRUE,N/A,United States,M,Married,6
Robyn Jones,61,$1B,Finance & Investments,Insurance,TRUE,"Fort Worth, Texas",United States,F,Married,6
Lalit Khaitan,80,$1B,Food & Beverage,alcohol,FALSE,"Delhi, India",India,M,N/A,N/A
Alexander Knauf,49,$1B,Manufacturing,building materials,FALSE,"Würzburg, Germany",Germany,M,N/A,N/A
Martin Knauf,N/A,$1B,Manufacturing,building materials,FALSE,"Berlin, Germany",Germany,M,N/A,N/A
Robert Knauf,N/A,$1B,Manufacturing,building materials,FALSE,"Meerbusch, Germany",Germany,M,N/A,N/A
Yogesh Kothari,75,$1B,Manufacturing,Specialty chemicals,TRUE,"Mumbai, India",India,M,Married,N/A
Igor Kudryashkin,62,$1B,Metals & Mining,metallurgy,TRUE,"Moscow, Russia",Russia,M,Married,1
Richard Kurtz,83,$1B,Real Estate,Real estate,TRUE,"Palm Beach, Florida",United States,M,Divorced,N/A
Andrei Kuzyaev,58,$1B,Telecom,"telecom, oil service, real estate",TRUE,"Moscow, Russia",Russia,M,Married,3
Liang Guangwei,60,$1B,Manufacturing,Conglomerate,TRUE,"Shenzhen, China",China,M,N/A,N/A
John Lim,67,$1B,Real Estate,real estate,TRUE,"Singapore, Singapore",Singapore,M,Married,2
Lu Zhongfang,81,$1B,Automotive,Education,TRUE,"Tonghua, China",China,F,N/A,N/A
Ami Luttwak,40,$1B,Technology,Security startup,TRUE,"Tel Aviv, Israel",Israel,M,Married,4
Mao Lixiang & family,83,$1B,Technology,Cooking appliances,TRUE,"Ningbo, China",China,M,N/A,N/A
Apoorva Mehta,37,$1B,Technology,Grocery delivery service,TRUE,"San Francisco, California",Canada,M,Single,N/A
Nikhil Merchant,63,$1B,Energy,Energy,TRUE,"Mumbai, India",India,M,N/A,2
Edward Netylko,56,$1B,Healthcare,pharmacy,TRUE,"Moscow, Russia",Russia,M,Married,2
Jonathan Oringer,49,$1B,Technology,Stock photos,TRUE,"Miami Beach, Florida",United States,M,Single,N/A
John Oyler,56,$1B,Healthcare,Biotech,TRUE,Nevada,United States,M,Married,N/A
James Peng,N/A,$1B,Technology,Technology,TRUE,"Shanghai, China",China,M,N/A,N/A
Assaf Rappaport,40,$1B,Technology,Security startup,TRUE,"New York, New York",Israel,M,In Relationship,N/A
Pradeep Rathod,59,$1B,Manufacturing,Plastic products,FALSE,"Mumbai, India",India,M,Married,2
Ren Jinsheng & family,61,$1B,Healthcare,Pharmaceutical,TRUE,"Nanjing, China",China,M,N/A,N/A
Roy Reznik,35,$1B,Technology,Security startup,TRUE,"Tel Aviv, Israel",Israel,M,Married,2
Hugo Ribeiro & family,71,$1B,Food & Beverage,Agribusiness,FALSE,"Rondonopolis, Brazil",Brazil,M,Married,2
Oliver Samwer,50,$1B,Technology,tech investments,TRUE,"Munich, Germany",Germany,M,Married,3
Neerja Sethi,69,$1B,Technology,IT consulting,TRUE,"Fisher Island, Florida",United States,F,Married,2
Dharmesh Shah,56,$1B,Technology,software,TRUE,"Lowell, Massachusetts",United States,M,Married,N/A
She Yingjie,66,$1B,Manufacturing,printed circuit board,TRUE,"Heshan, China",Hong Kong,M,N/A,N/A
Hua Shen,61,$1B,Technology,Semiconductors,TRUE,"Jiaxing, China",United States,M,Married,N/A
Sergey Shishkarev,56,$1B,Logistics,Transport,TRUE,"Moscow, Russia",Russia,M,Married,5
Larry Silverstein,92,$1B,Real Estate,Real estate,TRUE,"New York, New York",United States,M,Married,N/A
Michael S. Smith,68,$1B,Energy,Liquefied natural gas,TRUE,"Miami Beach, Florida",United States,M,Married,2
Edwin Soeryadjaya,74,$1B,Energy,"Coal, investments",FALSE,"Jakarta, Indonesia",Indonesia,M,Married,3
Axel Stawski,73,$1B,Real Estate,Real estate,TRUE,"Sagaponack, New York",United States,M,Married,N/A
